Cluster	Words
10887	protein isoform chain adenosine phosphodiesterase microtub kinesin non antigen binding bd dp heavy putative c ncd alpha 5c motor like kif19 class domain microtubule ii 5 histocompatibility claret disjunctional tubulin diphosphate hla beta 1 sphingomyelin
23651	-
46569	-
13468	putative tcmucii mucin titin
31916	protein mrna long splicing transferase import type prorp specific repeat pentacotripeptide of kda 116 subunit ppr tom20 pre geranylgeranyl pentatricopeptide 8 putative mitochondrial processing region promoting tpr plant alpha tetratricopeptide 2 chloroplastic pkng kinase factor containing anaphase g complex receptor 1
2332	protein motif metal binding translocase domain terminal chelation c sec seca preprotein zinc secc
42668	protein glpg homolog 21 rhomboid cytochrome integral shock e hi0618 p450 binding and heat derlin hsp90 membrane der1 c region 3 atp duf1751 like domain 4 containing protease eukaryotic family 105
43477	protein isoform 2721 gene 18 associated 6 kda prok prokaryotic modifier e fold susceptibility ubc tumor w tgtwinscan 19 ligase e2 ubiquitin c enzyme ube2i2 tsg101 3 2 conjugating sumo domain bai1 ufc1 family 101 1 b
26569	protein sav1866 import type 21 rectifier member inward of coupling ta yhei binding haemolysin the transporter permease system multidrug abc sulfate energy sensitive membrane putative aaa resistance terminal msba c region export transmembrane atp thiosulfate atpase iv potassium class domain channel cysa factor toxin cassette abieii g sub family predicted b
15005	protein isoform fmv methylase thump e methyltransferase subunit adenosylmethionine dependent upf0020 l 1 sun family ribosomal rsmb fmro putative fmu c spermidine 16 o adomet synthase 3 2 s rna mtase domain 5 small containing large isoaspartyl predicted b
26560	motor protein like binding chain bd domain microtubule adenosine 5 heavy tubulin alpha diphosphate kif2c microtub kinesin
24705	project wgs 1583 data annotated caeq00000000 contig
24701	-
18871	-
48918	protein cimr 6 repeat autophagy subunit glucosidase dependent putative independent related mannose prkcsh phosphate 27 cation like domain ii atg27 containing receptor beta 1
27727	putative mitochondrial like clan cysteine family c2 peptidase ca calpain
397	-
396	-
395	-
22013	putative protein mitochondrial carrier solute transporter family adp 32 mito 25 uncoupling member 3 carr folate atp 2
22011	putative mitochondrial protein pseudouridylate modular trna pseudouridine synth pseudou a i dehydrogenase trua synthase glycosomal malate 1
22016	protein phosphatidylinositol type fyve repeat of at2g36320 6 subunit ph binding rhogef tfiih rich and wd zf p44 an1 finger piccolo ring phosphate 3 sakura 2 zn domains domain rififylin containing cysteine zinc a20
22014	protein n elongatus of carboxy iii coproporphyrinogen e thermosynechococcus sam 14 8 lias 4fe a oxidase fer4 4s moaa mitochondrial independent radical terminal c octanoylated biotin 3 synthase hemn cofactor 2 oxygen cluster chloroplastic peptide lipoyl 99 domain single deazaguanine 4 biosynthesis molybdenum family 1 7
41069	serine protein threonine hydroxyurea ck1 6 kin pox catalytic e dual dependent aph ser casein and 1 mitogen specificity interacting lipopolysaccharide kdo resistance poxvirus co c waap hur ephb2 3 camk inducible 2 thr aminoglycoside antibiotic activated like phosphoinositide tyrosine kinase domain bmp pdk1 receptor family 11 7
2308	protein isoform homolog phosphoglycerate thymidylate 6 p ntpase bisphosphatase coae arok e loop dephospho sulfate trna x2 phosphatase adenylyl lig 9 ligase coa shikimate terminal phosphothiophosphoric c polynucleotide phosphofructo 3 lpa1 2 like fructose domain kinase acid adenylate 5 ester 4 containing ppk2 polyphosphate 7
43461	-
4728	protein splicing u2af polyadenylation recognition cytoplasmic nmi stranded polyadenylate with kda rbd subunit binding 65 ifp and rnp a element interacting 35 19 rrm putative probable rbms2 export multiple 3 or 2 motif rna domain single 5 factor rbm19 nid k 1
31905	putative protein gpi anchored prolyl peptidyl and possible surface 20 chromosomes of cis 34 fusion isomerase contig trans
43468	-
2302	-
13612	-
31903	protein chain erf1 ul2 associated release rnase p of subunit binding ul3 snu13p s12e pop3 uncharacterized ribosomal l30e putative l8 gadd45 nhp2 l7a ribonucleoprotein terminal c ul4 60s like peptide rna 50s nuclear domain factor small l7ae complex eukaryotic pelota family 1
32224	chain 18 of kda e glycoprotein binding 1beta sialidase laminin surface ligand putative terminal c trypanosoma 3 2 trans domain alpha2 85 neurexin 1
19705	protein mtnx pgpase ppase had 6 15 iib e hydrolase phosphoglycolate nif haloacid nli methylthiopentenyl phosphatase superfamily interacting hydroxy hisb subfamily c cof histidine phosphate 3 dehalogenase 2 like keto domain 5 bifunctional factor 4 biosynthesis family 1 trehalose
32220	protein unnamed product predicted
5842	-
19702	protein cbf5 centromere osmotically binding organic segregation diol uncharacterized chromosome resistance c hydroperoxide ohr osmc 3 inducible 2 atpase like psyc0566 propane microtubule hydroxymethyl amino 1
5840	-
11281	methylcrotonyl protein carboxylase chain acetyltransferase n barrel hlyd 6 of glycine quinone branched e subunit nadh h the hybrid binding dihydrolipoamide system gcv3 a fusion membrane translocating mitochondrial rnfc sandwich putative coa ketoacid probable c pyruvate alpha na decarboxylase t1ss reductase dehydrogenase lipoate lipoyl domain nqra 4 cleavage 1
11280	protein like variant soluble psa surface specific 34s promastigote antigen
11282	protein type asch helix turn zf uncharacterized finger putative activating signal c2hc5 motif domain cointegrator containing zinc family 1
16069	regulatory autophagy protein
5849	protein n lrr von high ngr repeat of lymphocyte subtype glycoprotein binding rich typical superantigen leucine staphylococcal growth nerve willebrand 9 66 reticulon terminal alpha coupled 2 toll like ib domain kinase nogo variable factor 4 containing g receptor family affinity b
11286	protein n delta associated outer cytochrome steroid at2g24940 binding desaturase oxidase membrane putative mitochondrial 9 coa terminal fatty component stearoyl heme b5 sulfite like domain cyt acid 5 progesterone receptor fa 1
17621	box protein calmodulin transferase ic ogt subunit binding stip1 and glcnac u homology terminal c stub1 o motif domain p110 iq fkbp51 containing unconventional myosin 1
17622	permease acid activity amino transport nitrogen of npr3 3 regulator
17629	-
3745	protein udp idh oxidoreductase phosphoglycerate specific 6 isomer d e fold binding acyltransferase dependent gfo putative moca carrier glucose nad phospholipid c dh phosphate 3 2 dehydrogenase beta reductase gly3p glycerol keto acyl domain alcohol hacid rossmann terminus hydroxyacid 95 family saccharopine 1
3742	amidohydro adenosine monophosphate of x dipeptidase e amidohydrolase ada amp a phosphotriesterase pte putative ray deaminase structure probable c xaa propanoate 3 1928421 imidazolone gos 5 4 pro family 1
4620	-
4621	project wgs data annotated caeq00000000 contig 476
4622	protein isoform n import tim23 tim22 of integral subunit translocase rich tim17 membrane mitochondrial terminal c region inner transmembrane tmem135 cysteine family 135 1
4623	protein type fyve specific phosphodiesterase high insensitive camp 9a of e ibmx effector and pdease 8a cgmp zf finger piccolo pde9a cyclic rabphilin c inhibited ring i 17 3 sakura nucleotide 2 zn domain rififylin 5 4 zinc 4b affinity 1 3a
4627	serine protein threonine map hydroxyurea stationary specific 6 of kin pox non e dependent aph ser 1 mitogen prkc interacting lipopolysaccharide kdo phase resistance poxvirus c waap hur ephb2 3 regulator inducible 2 thr aminoglycoside antibiotic activated phosphoinositide tyrosine kinase bmp pdk1 mapkap2 receptor family 11 7
41820	putative protein retrotransposon rhs project wgs 118 spot data annotated rhsp caeq00000000 contig hot
13538	protein mrna pts1 splicing long isoform pex5 n prorp farnesyltransferase geranylgeranyltransferase import specific repeat pentacotripeptide of kda 116 syndrome targeting subunit peroxin ppr tom20 caax pre 77 ram2 8 peroxisomal bardet stimulation mitochondrial processing terminal region promoting tpr plant alpha tetratricopeptide signal bield domain pkng kinase rab factor containing anaphase g complex cstf3 receptor cleavage 1 b
41823	-
28254	protein rbp7 ecr1 of polymerase e subunit binding exosome rrp4 ribosomal mrp translation mitochondrial 2a processing probable terminal c dna alpha if eif 2 initiation rna domain ii factor 4 s35 s1 rpoe complex eukaryotic directed 1
43688	m20 m18 18 87 diaminopimelate desuccinylase peptidase e hydrolase amidohydrolase 14 m25 acetylornithine putative deacetylase alanine iaa c clan m40 glutamamyl metallo mh 3 synthase or succinyl like domain acid 5 carboxypeptidase amino family beta 1 catalytic
43687	protein immediate like domain early haloacid response yos1 transport containing 3 interacting dehalogenase 2 1 hydrolase
43683	protein aminotransferase transferase histidinol 6 oxonanoate with e adenosylmethionine gamma selenium pyridoxal l and trna glyoxylate 8 nifs aspartate methionine 11 9 alanine aminotran c mocr i phosphate 2 lyase like selenocysteine class aat seryl ii amino 4 v cysteine iscs sela desulfurase 1 7
11759	-
43681	protein labile mp20 chain emp hmgic type claudin subunit glycoprotein dependent l surface heat fpl fusion ampa 19 putative enterotoxin partner amastin voltage calcium 2 like 22 channel glua2 tight lipoma tranmembrane receptor junction pmp b
16392	rna ii ell factor possible fusion and 20 chromosomes of 34 polymerase elongation contig
19561	-
51104	ercc3 mrna protein splicing hel308 only middle type associated ruva xpb 6 25 polymerase 90s e subunit afuhel308 dependent pre ski2 cms1 processome ribosomal putative helicase probable terminal c dna nucleolar utp25 rad25 ddx48 ssu 3 atp rna domain factor small containing theta complex u3 1
51102	putative glycoprotein like protein masp tcmucii associated surface mucin titin
19565	udp aminotransferase plp selenocysteinyl metabolism 87 histidinol 6 glycine arabinose aminomethyl oxonanoate with pp e adenosylmethionine strs dependent sepsecs pyridoxal l and degt decarboxylating trna 8 aons meta 9 putative transferring coa aminotran dnrj c met enzyme cys i phosphate synthase 2 dehydrogenase class acyl ii amino 4 oxoglutarate deoxy eryc1 family 1 7
16394	protein tyr chain sulfotransferase p stf3 e sulfotransfer dependent short phe 8 20 uncharacterized putative asp nad c 3 2 dehydrogenase 1c2 like tyrosine alcohol paps glu family 1
51101	protein chain duf2353 ccd calcoco1 gtpase of iii phospholipase binding from troponin and 1 heavy interacting uncharacterized tropomyosin slow porcine c region striated calcium a2 retinitis muscle or cytosolic 3 2 pigmentosa regulator like ccdc155 skeletal domain kinase coil coiled myosin kash beta synaptotagmin c2 cardiac
19568	protein retinaldehyde binding tocopherol 8 transfer putative f28h7 alpha divergent cral 2 supernatant domain factor containing trio ykl091c spf 1
29260	serine protein threonine calmodulin hydroxyurea 6 aurora kin pox e dependent aph ser 1 a mitogen interacting lipopolysaccharide kdo resistance poxvirus related c waap hur ephb2 3 camk inducible 2 thr aminoglycoside antibiotic activated phosphoinositide tyrosine kinase bmp pdk1 receptor ipl1 family 11 7
10463	protein to 2b n associated holliday cellular bromodomain activities with various arok antigen subunit binding phosphatase ruvb finger tat aaa transcription lg helicase large shikimate terminal subfamily c dna polynucleotide cdc48 3 adjacent t atpase initiation like domain kinase polyoma adenylate 5 factor 4 terminus containing polyomavirus zinc tfiid junction family 7
20731	protein repair homolog dioxygenase e ketoglutarate dependent 14 oxygenase alkb 11 putative fe c dna iron alpha nine 3 alkylated egl ii oxoglutarate 2og 1
20886	protein wgs variant gene trypanosomal associated caeq00000000 expression 806 glycoprotein data annotated surface contig putative 2 project domain vsg esag2 site b
20733	putative protein transmembrane
24654	-
20734	protein poz duf3342 dependent and kctd1 mitogen finger putative helicase adapter atp like kurz activated domain rna kinase btb containing cul3 zinc mediated for
20880	protein microtubule associated map65 ase1 family
20739	protein n associated cnd1 of smc mms19 fig4p non subunit pr65alpha binding bd 14 coatomer rnapii phosphatase vacuolar pds5 2a fragment fig4 vacuole putative cohesin transcription vac14 terminal adaptin importin c mitotic enzyme component condensation probable alpha 3 regulator like ran domain regulatory constant klth0d07062p activator complex beta 1
25547	box protein mrna splicing n miz conjugation 6 kda 116 pml sp e stip1 pre pinit and 8 zf leukaemia u not finger putative ligase homology processing terminal ubiquitin c oncoprotein ring stub1 acute e3 sumo pias2 domain siz1 promyelocytic factor 4 uv containing proto zinc e4 1
179	protein mrna splicing chain oxide dipeptidyl middle n smp bbs2 repeat nitrous of ge1 with kda 116 enhancer peptidase subunit lre h ciliary wd40 pre pore 8 methylamine decapping bbsome gluconolaconase assembly lactonase processing terminal c region dpp export drp35 tup1 dppiv nhl reductase dehydrogenase 2 iv 30 dynein domain nuclear factor containing mid complex wdr
